item_id,timestamp,target,,
Series,1750-01-01 00:00:00,91.97991849,0,#VALUE!
Series,1750-01-01 01:00:00,87.91261815,1,
Series,1750-01-01 02:00:00,86.55324106,2,
Series,1750-01-01 03:00:00,103.2145488,3,
Series,1750-01-01 04:00:00,111.2901932,4,
Series,1750-01-01 05:00:00,121.3399248,5,
Series,1750-01-01 06:00:00,128.9161325,6,
Series,1750-01-01 07:00:00,151.4834794,7,
Series,1750-01-01 08:00:00,159.1864707,8,
Series,1750-01-01 09:00:00,158.5310126,9,
Series,1750-01-01 10:00:00,190.113143,10,
Series,1750-01-01 11:00:00,177.8284966,11,
Series,1750-01-01 12:00:00,164.8183581,12,
Series,1750-01-01 13:00:00,174.6794374,13,
Series,1750-01-01 14:00:00,172.564187,14,
Series,1750-01-01 15:00:00,183.887809,15,
Series,1750-01-01 16:00:00,188.412294,16,
Series,1750-01-01 17:00:00,198.2073785,17,
Series,1750-01-01 18:00:00,195.5316601,18,
Series,1750-01-01 19:00:00,191.715053,19,
Series,1750-01-01 20:00:00,192.532985,20,
Series,1750-01-01 21:00:00,186.2211433,21,
Series,1750-01-01 22:00:00,187.1079355,22,
Series,1750-01-01 23:00:00,193.6888433,23,
Series,1750-01-02 00:00:00,200.3748913,24,
Series,1750-01-02 01:00:00,206.1021011,25,
Series,1750-01-02 02:00:00,197.5979291,26,
Series,1750-01-02 03:00:00,195.2813012,27,
Series,1750-01-02 04:00:00,196.2140867,28,
Series,1750-01-02 05:00:00,182.6267567,29,
Series,1750-01-02 06:00:00,173.2242123,30,
Series,1750-01-02 07:00:00,153.5951473,31,
Series,1750-01-02 08:00:00,150.8186795,32,
Series,1750-01-02 09:00:00,139.7048306,33,
Series,1750-01-02 10:00:00,150.8185629,34,
Series,1750-01-02 11:00:00,140.3087864,35,
Series,1750-01-02 12:00:00,141.1426864,36,
Series,1750-01-02 13:00:00,142.3713357,37,
Series,1750-01-02 14:00:00,139.6589402,38,
Series,1750-01-02 15:00:00,132.2719496,39,
Series,1750-01-02 16:00:00,130.196052,40,
Series,1750-01-02 17:00:00,118.9926237,41,
Series,1750-01-02 18:00:00,114.6608186,42,
Series,1750-01-02 19:00:00,103.7699118,43,
Series,1750-01-02 20:00:00,101.4128233,44,
Series,1750-01-02 21:00:00,98.42470574,45,
Series,1750-01-02 22:00:00,92.77570556,46,
Series,1750-01-02 23:00:00,101.8919773,47,
Series,1750-01-03 00:00:00,101.0950393,48,
Series,1750-01-03 01:00:00,111.0632144,49,
Series,1750-01-03 02:00:00,124.3097794,50,
Series,1750-01-03 03:00:00,134.0541572,51,
Series,1750-01-03 04:00:00,147.6947264,52,
Series,1750-01-03 05:00:00,154.8637838,53,
Series,1750-01-03 06:00:00,160.0085757,54,
Series,1750-01-03 07:00:00,163.8963653,55,
Series,1750-01-03 08:00:00,173.699102,56,
Series,1750-01-03 09:00:00,191.9543672,57,
Series,1750-01-03 10:00:00,183.2593395,58,
Series,1750-01-03 11:00:00,184.8331241,59,
Series,1750-01-03 12:00:00,186.8487138,60,
Series,1750-01-03 13:00:00,185.0710236,61,
Series,1750-01-03 14:00:00,193.5742636,62,
Series,1750-01-03 15:00:00,181.4773218,63,
Series,1750-01-03 16:00:00,180.228765,64,
Series,1750-01-03 17:00:00,174.4161142,65,
Series,1750-01-03 18:00:00,174.5517255,66,
Series,1750-01-03 19:00:00,170.2940441,67,
Series,1750-01-03 20:00:00,176.9335198,68,
Series,1750-01-03 21:00:00,190.9644495,69,
Series,1750-01-03 22:00:00,197.3372588,70,
Series,1750-01-03 23:00:00,192.9024758,71,
Series,1750-01-04 00:00:00,171.6129593,72,
Series,1750-01-04 01:00:00,167.5802671,73,
Series,1750-01-04 02:00:00,168.5986751,74,
Series,1750-01-04 03:00:00,154.8383638,75,
Series,1750-01-04 04:00:00,146.8671309,76,
Series,1750-01-04 05:00:00,143.028444,77,
Series,1750-01-04 06:00:00,142.546696,78,
Series,1750-01-04 07:00:00,128.9600608,79,
Series,1750-01-04 08:00:00,117.7248216,80,
Series,1750-01-04 09:00:00,117.2204155,81,
Series,1750-01-04 10:00:00,104.62093,82,
Series,1750-01-04 11:00:00,100.6333021,83,
Series,1750-01-04 12:00:00,99.7196084,84,
Series,1750-01-04 13:00:00,96.4778205,85,
Series,1750-01-04 14:00:00,97.40459989,86,
Series,1750-01-04 15:00:00,107.2290695,87,
Series,1750-01-04 16:00:00,110.3928385,88,
Series,1750-01-04 17:00:00,114.3197453,89,
Series,1750-01-04 18:00:00,117.5700344,90,
Series,1750-01-04 19:00:00,119.0672843,91,
Series,1750-01-04 20:00:00,125.5783896,92,
Series,1750-01-04 21:00:00,130.9893108,93,
Series,1750-01-04 22:00:00,154.6949063,94,
Series,1750-01-04 23:00:00,152.0854343,95,
Series,1750-01-05 00:00:00,157.1644085,96,
Series,1750-01-05 01:00:00,150.2891862,97,
Series,1750-01-05 02:00:00,158.9405402,98,
Series,1750-01-05 03:00:00,164.4700666,99,
Series,1750-01-05 04:00:00,158.8136803,100,
Series,1750-01-05 05:00:00,155.6040543,101,
Series,1750-01-05 06:00:00,155.969966,102,
Series,1750-01-05 07:00:00,158.8395629,103,
Series,1750-01-05 08:00:00,158.7573313,104,
Series,1750-01-05 09:00:00,161.5851584,105,
Series,1750-01-05 10:00:00,177.6892854,106,
Series,1750-01-05 11:00:00,175.0385577,107,
Series,1750-01-05 12:00:00,162.9033778,108,
Series,1750-01-05 13:00:00,167.9369787,109,
Series,1750-01-05 14:00:00,177.8764721,110,
Series,1750-01-05 15:00:00,179.214375,111,
Series,1750-01-05 16:00:00,182.3059304,112,
Series,1750-01-05 17:00:00,184.7165901,113,
Series,1750-01-05 18:00:00,169.0336669,114,
Series,1750-01-05 19:00:00,146.4968733,115,
Series,1750-01-05 20:00:00,149.6693959,116,
Series,1750-01-05 21:00:00,137.3488715,117,
Series,1750-01-05 22:00:00,133.7390012,118,
Series,1750-01-05 23:00:00,120.9479633,119,
Series,1750-01-06 00:00:00,125.3543242,120,
Series,1750-01-06 01:00:00,110.7452216,121,
Series,1750-01-06 02:00:00,108.3736385,122,
Series,1750-01-06 03:00:00,93.91179851,123,
Series,1750-01-06 04:00:00,97.44411456,124,
Series,1750-01-06 05:00:00,87.50796933,125,
Series,1750-01-06 06:00:00,89.00610272,126,
Series,1750-01-06 07:00:00,82.71626925,127,
Series,1750-01-06 08:00:00,88.34574771,128,
Series,1750-01-06 09:00:00,99.4270836,129,
Series,1750-01-06 10:00:00,103.4592196,130,
Series,1750-01-06 11:00:00,103.725782,131,
Series,1750-01-06 12:00:00,109.7060733,132,
Series,1750-01-06 13:00:00,130.6169795,133,
Series,1750-01-06 14:00:00,150.9378376,134,
Series,1750-01-06 15:00:00,150.4205992,135,
Series,1750-01-06 16:00:00,160.4848434,136,
Series,1750-01-06 17:00:00,172.6952469,137,
Series,1750-01-06 18:00:00,184.2613086,138,
Series,1750-01-06 19:00:00,191.905745,139,
Series,1750-01-06 20:00:00,187.4647632,140,
Series,1750-01-06 21:00:00,194.987149,141,
Series,1750-01-06 22:00:00,194.0311182,142,
Series,1750-01-06 23:00:00,201.4993711,143,
Series,1750-01-07 00:00:00,207.3543647,144,
Series,1750-01-07 01:00:00,205.6551446,145,
Series,1750-01-07 02:00:00,202.1001126,146,
Series,1750-01-07 03:00:00,207.6631638,147,
Series,1750-01-07 04:00:00,206.0043472,148,
Series,1750-01-07 05:00:00,211.3466204,149,
Series,1750-01-07 06:00:00,204.5406797,150,
Series,1750-01-07 07:00:00,189.8234297,151,
Series,1750-01-07 08:00:00,196.33339,152,
Series,1750-01-07 09:00:00,210.0788703,153,
Series,1750-01-07 10:00:00,211.303666,154,
Series,1750-01-07 11:00:00,206.5492325,155,
Series,1750-01-07 12:00:00,194.5222096,156,
Series,1750-01-07 13:00:00,194.5570071,157,
Series,1750-01-07 14:00:00,186.708972,158,
Series,1750-01-07 15:00:00,173.1285564,159,
Series,1750-01-07 16:00:00,143.171426,160,
Series,1750-01-07 17:00:00,145.2447686,161,
Series,1750-01-07 18:00:00,144.3451686,162,
Series,1750-01-07 19:00:00,139.3763827,163,
Series,1750-01-07 20:00:00,141.9101702,164,
Series,1750-01-07 21:00:00,152.6028485,165,
Series,1750-01-07 22:00:00,129.8419496,166,
Series,1750-01-07 23:00:00,129.5467518,167,
Series,1750-01-08 00:00:00,121.9869853,168,
Series,1750-01-08 01:00:00,110.5933137,169,
Series,1750-01-08 02:00:00,110.5260981,170,
Series,1750-01-08 03:00:00,124.2080024,171,
Series,1750-01-08 04:00:00,137.3387758,172,
Series,1750-01-08 05:00:00,150.050156,173,
Series,1750-01-08 06:00:00,147.6970464,174,
Series,1750-01-08 07:00:00,176.8496611,175,
Series,1750-01-08 08:00:00,191.4408833,176,
Series,1750-01-08 09:00:00,214.202874,177,
Series,1750-01-08 10:00:00,208.3652519,178,
Series,1750-01-08 11:00:00,207.0142332,179,
Series,1750-01-08 12:00:00,206.3861683,180,
Series,1750-01-08 13:00:00,229.3940434,181,
Series,1750-01-08 14:00:00,229.212069,182,
Series,1750-01-08 15:00:00,230.7227894,183,
Series,1750-01-08 16:00:00,220.1826739,184,
Series,1750-01-08 17:00:00,217.169545,185,
Series,1750-01-08 18:00:00,218.9013088,186,
Series,1750-01-08 19:00:00,221.9310547,187,
Series,1750-01-08 20:00:00,225.860071,188,
Series,1750-01-08 21:00:00,217.1363354,189,
Series,1750-01-08 22:00:00,222.3366635,190,
Series,1750-01-08 23:00:00,222.7282782,191,
Series,1750-01-09 00:00:00,196.1000616,192,
Series,1750-01-09 01:00:00,206.7579493,193,
Series,1750-01-09 02:00:00,214.0393074,194,
Series,1750-01-09 03:00:00,201.6751752,195,
Series,1750-01-09 04:00:00,188.0538348,196,
Series,1750-01-09 05:00:00,183.2932711,197,
Series,1750-01-09 06:00:00,182.1837886,198,
Series,1750-01-09 07:00:00,168.9045927,199,
Series,1750-01-09 08:00:00,166.2039687,200,
Series,1750-01-09 09:00:00,165.8981728,201,
Series,1750-01-09 10:00:00,168.4150082,202,
Series,1750-01-09 11:00:00,148.097774,203,
Series,1750-01-09 12:00:00,145.5130723,204,
Series,1750-01-09 13:00:00,132.973057,205,
Series,1750-01-09 14:00:00,128.1892499,206,
Series,1750-01-09 15:00:00,117.0478406,207,
Series,1750-01-09 16:00:00,113.2086065,208,
Series,1750-01-09 17:00:00,116.972932,209,
Series,1750-01-09 18:00:00,114.1699471,210,
Series,1750-01-09 19:00:00,116.4306093,211,
Series,1750-01-09 20:00:00,120.6249997,212,
Series,1750-01-09 21:00:00,121.3910955,213,
Series,1750-01-09 22:00:00,155.2452479,214,
Series,1750-01-09 23:00:00,162.3371954,215,
Series,1750-01-10 00:00:00,176.7382687,216,
Series,1750-01-10 01:00:00,159.6431156,217,
Series,1750-01-10 02:00:00,163.7652473,218,
Series,1750-01-10 03:00:00,168.6528308,219,
Series,1750-01-10 04:00:00,165.9769634,220,
Series,1750-01-10 05:00:00,147.2108211,221,
Series,1750-01-10 06:00:00,140.0786824,222,
Series,1750-01-10 07:00:00,150.2330115,223,
Series,1750-01-10 08:00:00,168.00421,224,
Series,1750-01-10 09:00:00,177.4638239,225,
Series,1750-01-10 10:00:00,166.6416352,226,
Series,1750-01-10 11:00:00,171.1876574,227,
Series,1750-01-10 12:00:00,171.787894,228,
Series,1750-01-10 13:00:00,158.7029382,229,
Series,1750-01-10 14:00:00,167.6528959,230,
Series,1750-01-10 15:00:00,168.0868547,231,
Series,1750-01-10 16:00:00,161.2614121,232,
Series,1750-01-10 17:00:00,166.7067796,233,
Series,1750-01-10 18:00:00,170.1031465,234,
Series,1750-01-10 19:00:00,172.3599325,235,
Series,1750-01-10 20:00:00,164.1418138,236,
Series,1750-01-10 21:00:00,184.0607819,237,
Series,1750-01-10 22:00:00,179.1540251,238,
Series,1750-01-10 23:00:00,168.8715394,239,
Series,1750-01-11 00:00:00,170.8230058,240,
Series,1750-01-11 01:00:00,158.4408335,241,
Series,1750-01-11 02:00:00,139.9512849,242,
Series,1750-01-11 03:00:00,133.7194886,243,
Series,1750-01-11 04:00:00,125.5361579,244,
Series,1750-01-11 05:00:00,123.2517261,245,
Series,1750-01-11 06:00:00,125.1954388,246,
Series,1750-01-11 07:00:00,112.4353921,247,
Series,1750-01-11 08:00:00,108.9692829,248,
Series,1750-01-11 09:00:00,105.4260772,249,
Series,1750-01-11 10:00:00,105.0572814,250,
Series,1750-01-11 11:00:00,93.24214667,251,
Series,1750-01-11 12:00:00,99.85602114,252,
Series,1750-01-11 13:00:00,117.190202,253,
Series,1750-01-11 14:00:00,121.6314397,254,
Series,1750-01-11 15:00:00,129.9330286,255,
Series,1750-01-11 16:00:00,139.4364326,256,
Series,1750-01-11 17:00:00,139.4253175,257,
Series,1750-01-11 18:00:00,152.9160955,258,
Series,1750-01-11 19:00:00,157.8036982,259,
Series,1750-01-11 20:00:00,180.8190356,260,
Series,1750-01-11 21:00:00,185.8338301,261,
Series,1750-01-11 22:00:00,197.9514533,262,
Series,1750-01-11 23:00:00,203.1293009,263,
Series,1750-01-12 00:00:00,200.7029951,264,
Series,1750-01-12 01:00:00,195.8966587,265,
Series,1750-01-12 02:00:00,195.7774505,266,
Series,1750-01-12 03:00:00,205.8755638,267,
Series,1750-01-12 04:00:00,202.4196057,268,
Series,1750-01-12 05:00:00,194.2138996,269,
Series,1750-01-12 06:00:00,198.9644386,270,
Series,1750-01-12 07:00:00,200.5074732,271,
Series,1750-01-12 08:00:00,193.8191402,272,
Series,1750-01-12 09:00:00,173.5757468,273,
Series,1750-01-12 10:00:00,173.4863298,274,
Series,1750-01-12 11:00:00,158.5852161,275,
Series,1750-01-12 12:00:00,179.6826074,276,
Series,1750-01-12 13:00:00,166.8310658,277,
Series,1750-01-12 14:00:00,156.9189416,278,
Series,1750-01-12 15:00:00,161.841168,279,
Series,1750-01-12 16:00:00,144.1797186,280,
Series,1750-01-12 17:00:00,143.728488,281,
Series,1750-01-12 18:00:00,138.1881863,282,
Series,1750-01-12 19:00:00,133.9954025,283,
Series,1750-01-12 20:00:00,126.3957762,284,
Series,1750-01-12 21:00:00,125.6375333,285,
Series,1750-01-12 22:00:00,117.6096391,286,
Series,1750-01-12 23:00:00,104.0786689,287,
Series,1750-01-13 00:00:00,102.0676068,288,
Series,1750-01-13 01:00:00,95.10320112,289,
Series,1750-01-13 02:00:00,99.75701204,290,
Series,1750-01-13 03:00:00,98.49345257,291,
Series,1750-01-13 04:00:00,124.4391332,292,
Series,1750-01-13 05:00:00,116.5268443,293,
Series,1750-01-13 06:00:00,161.5079213,294,
Series,1750-01-13 07:00:00,148.1621791,295,
Series,1750-01-13 08:00:00,154.7656454,296,
Series,1750-01-13 09:00:00,162.3597694,297,
Series,1750-01-13 10:00:00,163.6129035,298,
Series,1750-01-13 11:00:00,163.2384458,299,
Series,1750-01-13 12:00:00,188.750588,300,
Series,1750-01-13 13:00:00,181.4254065,301,
Series,1750-01-13 14:00:00,187.1539965,302,
Series,1750-01-13 15:00:00,184.4748928,303,
Series,1750-01-13 16:00:00,187.7339358,304,
Series,1750-01-13 17:00:00,196.5390627,305,
Series,1750-01-13 18:00:00,195.3812674,306,
Series,1750-01-13 19:00:00,196.8696813,307,
Series,1750-01-13 20:00:00,196.1351463,308,
Series,1750-01-13 21:00:00,193.1329754,309,
Series,1750-01-13 22:00:00,188.620028,310,
Series,1750-01-13 23:00:00,196.8077437,311,
Series,1750-01-14 00:00:00,201.9214865,312,
Series,1750-01-14 01:00:00,203.4727862,313,
Series,1750-01-14 02:00:00,205.2727842,314,
Series,1750-01-14 03:00:00,204.1592675,315,
Series,1750-01-14 04:00:00,209.3471533,316,
Series,1750-01-14 05:00:00,227.6004009,317,
Series,1750-01-14 06:00:00,206.9544642,318,
Series,1750-01-14 07:00:00,216.5150134,319,
Series,1750-01-14 08:00:00,198.5225777,320,
