,time[s],dist[cm]
0,8.32311375216361,374.49935199896225
1,21.126984586887023,949.3582837773337
2,16.266532040253445,732.6211535241885
3,13.303521871045257,597.2981761987375
4,3.4670808987208113,156.95675331815278
5,3.466544896360059,156.93960003118437
6,1.290746937071099,57.74026268706003
7,19.24835879499856,867.3817394610925
8,13.358111372071306,600.3591319623023
9,15.734946173245454,709.1456474442422
10,0.4574332065733877,21.1402997661506
11,21.55355227026654,970.5018762958224
12,18.498725351120484,832.6617558484426
13,4.718646903961692,211.384373260542
14,4.040554826824458,182.64089838474743
15,4.075655774520752,183.67956195591694
16,6.760938732434171,305.7279883727309
17,11.661254036271952,523.9503217447094
18,9.598778192047016,433.44405358134753
19,6.471758671067598,289.7638114768072
20,13.596730993830654,613.1259260876615
21,3.099863570045374,137.9958104124836
22,6.492103300782626,290.6447400231022
23,8.141374295415371,365.0309638158809
24,10.134888538156355,457.51176145023936
25,17.448354697622523,786.4546232490055
26,4.437195159074661,200.6384069036536
27,11.427431964746924,514.2773121915833
28,13.164768196934277,591.7469839579284
29,1.0322313937777272,47.16275044064157
30,13.500996708920852,608.8551525156886
31,3.7894249708287004,170.1835690455284
32,1.4455909552284336,63.660729756739855
33,21.086345272296295,947.9462152993104
34,21.458489623879096,967.1234750375909
35,17.964385513699135,809.0922970302662
36,6.769194870519348,306.1121777713657
37,2.170491422364086,98.5180339415191
38,15.205178366936819,685.6217426226619
39,9.781166527546697,439.43947656862576
40,2.711960774328418,122.54328046139953
41,11.003931335806003,493.6776053993297
42,0.7641893581159643,33.47753301412884
43,20.207120046195158,909.7840694590654
44,5.750666257778153,259.34800854266257
45,14.722717430088489,663.8202789723224
46,6.92691280198691,311.50355418936664
47,11.557067137284685,518.5863137143732
48,12.149117318739547,545.2273396149592
49,4.1078767894561565,184.59438523845094
50,21.546325061434636,970.285496603791
51,17.22517385246921,773.6414127059609
52,20.87775425698198,940.9947838518688
53,19.885052231725528,895.0207419550446
54,13.28666619580189,596.4456370888046
55,20.486094111624816,921.4624392049564
56,1.966500045598211,87.00011646868438
